input_accession	downloaded_accession	assembly_name	taxid	organism_name	infraspecific_name	version_status	assembly_level	uniq_SCG_hits	perc_comp	perc_redund
GCF_000747315.1	GCF_000747315.1	ASM74731v1	401472	Corynebacterium ureicelerivorans	strain=IMMIB RIV-2301	latest	Complete Genome	14	93.33	0.00
GCF_000747585.1	GCF_000747585.1	ASM74758v1	1385937	Melissococcus plutonius S1	strain=S1	latest	Complete Genome	14	93.33	0.00
GCF_000750535.1	GCF_000750535.1	ASM75053v1	759620	Weissella ceti	strain=WS105	latest	Complete Genome	13	86.67	0.00
GCF_000755145.1	GCF_000755145.1	ASM75514v1	221027	Treponema putidum	strain=OMZ 758	latest	Complete Genome	14	93.33	0.00
GCF_000754275.1	GCF_000754275.1	ASM75427v1	747	Pasteurella multocida	strain=ATCC 43137	latest	Complete Genome	14	93.33	0.00
GCF_000756615.1	GCF_000756615.1	ASM75661v1	44251	Paenibacillus durus	strain=DSM 1735	latest	Complete Genome	14	93.33	0.00
GCF_000757785.1	GCF_000757785.1	ASM75778v1	61647	Pluralibacter gergoviae	strain=FB2	latest	Complete Genome	14	93.33	0.00
GCF_000757825.1	GCF_000757825.1	ASM75782v1	158822	Cedecea neteri	strain=SSMD04	latest	Complete Genome	14	93.33	0.00
GCF_000758665.1	GCF_000758665.1	ASM75866v1	160799	Paenibacillus borealis	strain=DSM 13188	latest	Complete Genome	14	93.33	0.00
GCF_000758685.1	GCF_000758685.1	ASM75868v1	169760	Paenibacillus stellifer	strain=DSM 14472	latest	Complete Genome	14	93.33	0.00
GCF_000758725.1	GCF_000758725.1	ASM75872v1	189426	Paenibacillus odorifer	strain=DSM 15391	latest	Complete Genome	14	93.33	0.00
GCF_000759475.1	GCF_000759475.1	ASM75947v1	1076550	Pantoea rwandensis	strain=ND04	latest	Complete Genome	14	93.33	0.00
GCF_000761155.1	GCF_000761155.1	ASM76115v1	216142	Pseudomonas rhizosphaerae	strain=DSM 16299	latest	Complete Genome	14	93.33	0.00
GCF_000762265.1	GCF_000762265.1	ASM76226v1	2162	Methanobacterium formicicum	strain=BRM9	latest	Complete Genome	14	93.33	0.00
GCF_000761215.1	GCF_000761215.1	ASM76121v1	1907	Streptomyces glaucescens	strain=GLA.O	latest	Complete Genome	14	93.33	0.00
GCF_000763575.1	GCF_000763575.1	ASM76357v1	2325	Thermoanaerobacter kivui	strain=DSM 2030; LKT-1	latest	Complete Genome	14	93.33	0.00
GCF_000763535.1	GCF_000763535.1	ASM76353v2	190893	Vibrio coralliilyticus	strain=OCN014	latest	Complete Genome	14	93.33	0.00
GCF_000764535.1	GCF_000764535.1	ASM76453v1	1549858	Sphingomonas taxi	strain=ATCC 55669	latest	Complete Genome	14	93.33	0.00
GCF_000767055.1	GCF_000767055.1	ASM76705v1	558173	Corynebacterium doosanense CAU 212 = DSM 45436	strain=CAU 212	latest	Complete Genome	14	93.33	0.00
GCF_000767465.1	GCF_000767465.1	ASM76746v1	1088721	Novosphingobium pentaromativorans US6-1	strain=US6-1	latest	Complete Genome	14	93.33	0.00
GCF_000767615.3	GCF_000767615.3	ASM76761v3	93220	Pandoraea pnomenusa	strain=DSM 16536	latest	Complete Genome	14	93.33	0.00
GCF_000769655.1	GCF_000769655.1	ASM76965v1	1505907	Thermococcus eurythermalis	strain=A501	latest	Complete Genome	14	93.33	0.00
GCF_000772105.1	GCF_000772105.1	ASM77210v1	1051646	Vibrio tubiashii ATCC 19109	strain=ATCC 19109	latest	Complete Genome	14	93.33	0.00
GCF_000785105.2	GCF_000785105.2	ASM78510v2	1138822	Lactobacillus curieae	strain=CCTCC M 2011381	latest	Complete Genome	14	93.33	0.00
GCF_000785495.1	GCF_000785495.1	ASM78549v1	2045	Pimelobacter simplex	strain=VKM Ac-2033D	latest	Complete Genome	14	93.33	0.00
GCF_000785515.1	GCF_000785515.1	ASM78551v1	1304	Streptococcus salivarius	strain=NCTC 8618	latest	Complete Genome	13	86.67	0.00
GCF_000789255.1	GCF_000789255.1	ASM78925v1	565033	Geoglobus acetivorans	strain=SBH6	latest	Complete Genome	14	93.33	0.00
GCF_000785705.2	GCF_000785705.2	ASM78570v2	1538553	Methylomonas denitrificans	strain=FJG1	latest	Complete Genome	14	93.33	0.00
GCF_000789395.1	GCF_000789395.1	ASM78939v1	1415775	Clostridium baratii str. Sullivan	strain=Sullivan	latest	Complete Genome	14	93.33	0.00
GCF_000800295.1	GCF_000800295.1	ASM80029v1	33033	Parvimonas micra	strain=KCOM 1535; ChDC B708	latest	Complete Genome	14	93.33	0.00
GCF_000800395.1	GCF_000800395.1	ASM80039v1	1182571	Deinococcus swuensis	strain=DY59	latest	Complete Genome	14	93.33	0.00
GCF_000800475.2	GCF_000800475.2	ASM80047v2	1447715	Bifidobacterium pseudolongum PV8-2	strain=PV8-2	latest	Complete Genome	14	93.33	0.00
GCF_000801295.1	GCF_000801295.1	ASM80129v1	1248727	endosymbiont of unidentified scaly snail isolate Monju	NA	latest	Complete Genome	14	93.33	0.00
GCF_000801275.2	GCF_000801275.2	ASM80127v1	28173	Vibrio nigripulchritudo	strain=SFn1	latest	Complete Genome	14	93.33	0.00
GCF_000802245.2	GCF_000802245.2	ASM80224v2	1355015	Streptomyces pluripotens	strain=MUSC 135	latest	Complete Genome	14	93.33	0.00
GCF_000803645.1	GCF_000803645.1	ASM80364v1	1515612	Sphingopyxis fribergensis	strain=Kp5.2	latest	Complete Genome	14	93.33	0.00
GCF_000807275.1	GCF_000807275.1	ASM80727v1	1267021	Frischella perrara	strain=PEB0191	latest	Complete Genome	14	93.33	0.00
GCF_000807255.1	GCF_000807255.1	ASM80725v1	1262449	Clostridium pasteurianum DSM 525 = ATCC 6013	strain=DSM 525	latest	Complete Genome	14	93.33	0.00
GCF_000812665.2	GCF_000812665.2	ASM81266v2	1579316	Halocynthiibacter arcticus	strain=PAMC 20958	latest	Complete Genome	14	93.33	0.00
GCF_000807675.2	GCF_000807675.2	ASM80767v2	1736	Eubacterium limosum	strain=ATCC 8486	latest	Complete Genome	14	93.33	0.00
GCF_000815065.1	GCF_000815065.1	ASM81506v1	743971	Mycoplasma flocculare ATCC 27399	strain=Ms42	latest	Complete Genome	14	93.33	0.00
GCF_000815025.1	GCF_000815025.1	ASM81502v1	325775	Coxiella endosymbiont of Amblyomma americanum	NA	latest	Complete Genome	14	93.33	6.67
GCF_000815225.1	GCF_000815225.1	ASM81522v1	594679	Allofrancisella guangzhouensis	strain=08HL01032	latest	Complete Genome	14	93.33	0.00
GCF_000815185.1	GCF_000815185.1	ASM81518v1	56458	Xanthomonas sacchari	strain=R1	latest	Complete Genome	13	86.67	0.00
GCF_000816105.1	GCF_000816105.1	ASM81610v1	1432656	Thermococcus guaymasensis DSM 11113	strain=DSM 11113	latest	Complete Genome	14	93.33	0.00
GCF_000816085.1	GCF_000816085.1	ASM81608v1	1284	Staphylococcus hyicus	strain=ATCC 11249	latest	Complete Genome	14	93.33	0.00
GCF_000816145.1	GCF_000816145.1	ASM81614v1	1123384	Pseudothermotoga hypogea DSM 11164 = NBRC 106472	strain=DSM 11164 = NBRC 106472	latest	Complete Genome	14	93.33	0.00
GCF_000816185.1	GCF_000816185.1	ASM81618v1	1031564	Campylobacter insulaenigrae NCTC 12927	strain=NCTC 12927	latest	Complete Genome	14	93.33	0.00
GCF_000816345.1	GCF_000816345.1	ASM81634v1	580033	Campylobacter volucris LMG 24379	strain=LMG 24379	latest	Complete Genome	14	93.33	0.00
GCF_000816845.1	GCF_000816845.1	ASM81684v1	1418105	Rhizobium gallicum bv. gallicum R602	strain=R602	latest	Complete Genome	14	93.33	0.00
GCF_000817955.1	GCF_000817955.1	ASM81795v1	345632	Geobacter pickeringii	strain=G13	latest	Complete Genome	14	93.33	0.00
GCF_000817975.1	GCF_000817975.1	ASM81797v1	1328314	Azotobacter chroococcum NCIMB 8003	strain=NCIMB 8003	latest	Complete Genome	14	93.33	0.00
GCF_000818015.1	GCF_000818015.1	ASM81801v1	1123016	Pseudomonas balearica DSM 6083	strain=DSM6083 (=SP1402)	latest	Complete Genome	14	93.33	0.00
GCF_000818035.1	GCF_000818035.1	ASM81803v1	546263	Neisseria elongata subsp. glycolytica ATCC 29315	strain=ATCC 29315	latest	Complete Genome	14	93.33	0.00
GCF_000819445.1	GCF_000819445.1	ASM81944v1	1223515	Corynebacterium humireducens NBRC 106098 = DSM 45392	strain=DSM 45392	latest	Complete Genome	14	93.33	0.00
GCF_000818095.1	GCF_000818095.1	ASM81809v1	1508404	Jeotgalibacillus malaysiensis	strain=D5	latest	Complete Genome	14	93.33	0.00
GCF_000819565.1	GCF_000819565.1	ASM81956v1	1208324	Celeribacter indicus	strain=P73	latest	Complete Genome	14	93.33	0.00
GCF_000827005.1	GCF_000827005.1	ASM82700v1	1888	Streptomyces albus	strain=DSM 41398	latest	Complete Genome	14	93.33	0.00
GCF_000827125.1	GCF_000827125.1	ASM82712v1	483547	Geoalkalibacter subterraneus	strain=Red1	latest	Complete Genome	14	93.33	0.00
GCF_000828475.1	GCF_000828475.1	ASM82847v1	1384459	Methyloceanibacter caenitepidi	strain=Gela4	latest	Complete Genome	14	93.33	0.00
GCF_000828615.1	GCF_000828615.1	ASM82861v1	1076588	Thiolapillus brandeum	strain=Hiromi 1	latest	Complete Genome	14	93.33	0.00
GCF_000828635.1	GCF_000828635.1	ASM82863v1	1223802	Sulfuritalea hydrogenivorans sk43H	strain=DSM 22779	latest	Complete Genome	14	93.33	0.00
GCF_000828655.1	GCF_000828655.1	ASM82865v1	1408159	Thermotoga caldifontis AZM44c09	strain=AZM44c09	latest	Complete Genome	14	93.33	0.00
GCF_000828675.1	GCF_000828675.1	ASM82867v1	1408160	Thermotoga profunda AZM34c06	strain=AZM34c06	latest	Complete Genome	14	93.33	0.00
GCF_000828835.1	GCF_000828835.1	ASM82883v1	40754	Thioploca ingrica	NA	latest	Complete Genome	14	93.33	0.00
GCF_000828855.1	GCF_000828855.1	ASM82885v1	29554	Mycoplasma canadense	strain=HAZ360_1	latest	Complete Genome	14	93.33	0.00
GCF_000829035.1	GCF_000829035.1	ASM82903v1	1226298	Lactobacillus paracasei subsp. paracasei JCM 8130	strain=JCM 8130	latest	Complete Genome	14	93.33	0.00
GCF_000829235.1	GCF_000829235.1	ASM82923v1	1228987	cyanobacterium endosymbiont of Epithemia turgida isolate EtSB Lake Yunoko	NA	latest	Complete Genome	14	93.33	0.00
GCF_000829315.1	GCF_000829315.1	ASM82931v1	246273	Wolbachia endosymbiont of Cimex lectularius	strain=wCle	latest	Complete Genome	14	93.33	0.00
GCF_000829395.1	GCF_000829395.1	ASM82939v1	1291742	Lactobacillus hokkaidonensis JCM 18461	strain=LOOC260	latest	Complete Genome	14	93.33	0.00
GCF_000830885.1	GCF_000830885.1	ASM83088v1	1432061	Dehalococcoides mccartyi CG5	strain=CG5	latest	Complete Genome	14	93.33	0.00
GCF_000831005.1	GCF_000831005.1	ASM83100v1	1420917	Marinobacter salarius	strain=R9SW1	latest	Complete Genome	12	80.00	0.00
GCF_000830005.1	GCF_000830005.1	ASM83000v1	362257	Streptomyces vietnamensis	strain=GIM4.0001	latest	Complete Genome	14	93.33	0.00
GCF_000831485.1	GCF_000831485.1	ASM83148v1	1346	Streptococcus iniae	strain=YSFST01-82	latest	Complete Genome	14	93.33	0.00
GCF_000831645.3	GCF_000831645.3	ASM83164v3	1074467	Lactobacillus heilongjiangensis	strain=DSM 28069	latest	Complete Genome	13	86.67	0.00
GCF_000832605.1	GCF_000832605.1	ASM83260v1	1405	Bacillus mycoides	strain=ATCC 6462	latest	Complete Genome	14	93.33	0.00
GCF_000832905.1	GCF_000832905.1	ASM83290v1	1121088	Bacillus coagulans DSM 1 = ATCC 7050	strain=ATCC 7050	latest	Complete Genome	14	93.33	0.00
GCF_000832305.1	GCF_000832305.1	ASM83230v1	68895	Cupriavidus basilensis	strain=4G11	latest	Complete Genome	14	93.33	0.00
GCF_000832985.1	GCF_000832985.1	ASM83298v1	1348623	Bacillus megaterium NBRC 15308 = ATCC 14581	strain=ATCC 14581	latest	Complete Genome	14	93.33	0.00
GCF_000833025.1	GCF_000833025.1	ASM83302v1	480520	Myroides profundi	strain=D25	latest	Complete Genome	14	93.33	0.00
GCF_000833575.1	GCF_000833575.1	ASM83357v1	161899	Corynebacterium singulare	strain=IBS B52218	latest	Complete Genome	14	93.33	0.00
GCF_000833105.2	GCF_000833105.2	ASM83310v2	1520	Clostridium beijerinckii	strain=NCIMB 14988	latest	Complete Genome	14	93.33	0.00
GCF_000835165.1	GCF_000835165.1	ASM83516v1	1224162	Corynebacterium marinum DSM 44953	strain=DSM 44953	latest	Complete Genome	14	93.33	0.00
GCF_000860965.1	GCF_000860965.1	ViralProj15405	46917	Papaya leaf distortion mosaic virus	NA	latest	Complete Genome	0	0.00	0.00
GCF_000875755.1	GCF_000875755.1	ASM87575v1	743967	Mycoplasma yeatsii GM274B	strain=GM274B	latest	Complete Genome	14	93.33	0.00
GCF_000935025.1	GCF_000935025.1	ASM93502v1	1609977	Sphingomonas hengshuiensis	strain=WHSC-8	latest	Complete Genome	14	93.33	0.00
GCF_000940805.1	GCF_000940805.1	ASM94080v1	1445510	Gynuella sunshinyii YC6258	strain=YC6258	latest	Complete Genome	14	93.33	0.00
GCF_000940845.1	GCF_000940845.1	ASM94084v1	66712	Propionibacterium freudenreichii subsp. freudenreichii	strain=DSM 20271	latest	Complete Genome	14	93.33	0.00
GCF_000940995.1	GCF_000940995.1	ASM94099v1	658445	Photobacterium gaetbulicola Gung47	strain=Gung47	latest	Complete Genome	14	93.33	0.00
GCF_000941055.1	GCF_000941055.1	ASM94105v1	1454006	Siansivirga zeaxanthinifaciens CC-SAMT-1	strain=CC-SAMT-1	latest	Complete Genome	14	93.33	0.00
GCF_000941075.1	GCF_000941075.1	ASM94107v1	86660	Mycoplasma dispar	strain=ATCC 27140	latest	Complete Genome	14	93.33	0.00
GCF_000953135.1	GCF_000953135.1	LFA	1212491	Legionella fallonii LLAP-10	strain=LLAP-10	latest	Complete Genome	14	93.33	0.00
GCF_000953195.1	GCF_000953195.1	Acholeplasma oculi strain 19L	35623	Acholeplasma oculi	NA	latest	Complete Genome	14	93.33	0.00
GCF_000953215.1	GCF_000953215.1	DG5	29343	[Clostridium] cellulosi	NA	latest	Complete Genome	14	93.33	0.00
GCF_000953355.1	GCF_000953355.1	XNC2	1437823	Xenorhabdus nematophila AN6/1	strain=AN6/1	latest	Complete Genome	14	93.33	0.00
GCF_000953475.1	GCF_000953475.1	MfumSolVChr1	1156937	Methylacidiphilum fumariolicum SolV	NA	latest	Complete Genome	14	93.33	0.00
GCF_000953635.1	GCF_000953635.1	LMI	451	Tatlockia micdadei	strain=ATCC 33218	latest	Complete Genome	14	93.33	0.00
GCF_000953655.1	GCF_000953655.1	LHA	449	Legionella hackeliae	strain=ATCC 35250	latest	Complete Genome	14	93.33	0.00
GCF_000953695.1	GCF_000953695.1	AWOD1	80852	Aliivibrio wodanis	NA	latest	Complete Genome	13	86.67	0.00
GCF_000953715.1	GCF_000953715.1	DTL3	1006576	Defluviitoga tunisiensis	NA	latest	Complete Genome	14	93.33	0.00
GCF_000953735.1	GCF_000953735.1	MVIS1	80854	Moritella viscosa	NA	latest	Complete Genome	14	93.33	0.00
GCF_000954135.1	GCF_000954135.1	ASM95413v2	105219	Ralstonia mannitolilytica	strain=SN82F48	latest	Complete Genome	14	93.33	0.00
GCF_000959245.1	GCF_000959245.1	ASM95924v1	1249668	Burkholderia ubonensis MSMB22	strain=MSMB22	latest	Complete Genome	14	93.33	0.00
GCF_000959725.1	GCF_000959725.1	ASM95972v1	28095	Burkholderia gladioli	strain=ATCC 10248	latest	Complete Genome	14	93.33	0.00
GCF_000960975.1	GCF_000960975.1	ASM96097v1	1486262	Martelella endophytica	strain=YC6887	latest	Complete Genome	14	93.33	0.00
GCF_000961095.1	GCF_000961095.1	ASM96109v1	1126833	Paenibacillus beijingensis	strain=DSM 24997	latest	Complete Genome	14	93.33	0.00
GCF_000963865.1	GCF_000963865.1	ASM96386v1	516051	Muricauda lutaonensis	strain=CC-HSB-11	latest	Complete Genome	14	93.33	0.00
GCF_000967305.2	GCF_000967305.2	ASM96730v2	511	Alcaligenes faecalis	strain=ZD02	latest	Complete Genome	14	93.33	0.00
GCF_000964565.1	GCF_000964565.1	ASM96456v1	29486	Yersinia ruckeri	strain=Big Creek 74	latest	Complete Genome	14	93.33	0.00
GCF_000967915.1	GCF_000967915.1	ASM96791v1	61635	Acholeplasma brassicae	strain=O502	latest	Complete Genome	14	93.33	0.00
GCF_000967895.1	GCF_000967895.1	ASM96789v1	698738	Oleispira antarctica RB-8	NA	latest	Complete Genome	14	93.33	0.00
GCF_000968055.1	GCF_000968055.1	ASM96805v1	1318466	Acholeplasma palmae J233	strain=J233	latest	Complete Genome	14	93.33	6.67
GCF_000968195.1	GCF_000968195.1	ASM96819v1	351671	Xenorhabdus doucetiae	strain=FRM16	latest	Complete Genome	14	93.33	0.00
GCF_000969765.1	GCF_000969765.1	ASM96976v1	1267001	Mycoplasma synoviae ATCC 25204	strain=WVU1853	latest	Complete Genome	14	93.33	0.00
GCF_000968535.2	GCF_000968535.2	ASM96853v1	1091494	Methylomicrobium alcaliphilum 20Z	strain=20Z	latest	Complete Genome	14	93.33	0.00
GCF_000969885.1	GCF_000969885.1	ASM96988v1	523844	Methanosarcina thermophila TM-1	strain=TM-1	latest	Complete Genome	14	93.33	0.00
GCF_000969905.1	GCF_000969905.1	ASM96990v1	1434123	Methanosarcina vacuolata Z-761	strain=Z-761	latest	Complete Genome	14	93.33	0.00
GCF_000970025.1	GCF_000970025.1	ASM97002v1	1434108	Methanosarcina barkeri MS	strain=MS	latest	Complete Genome	15	100.00	0.00
GCF_000970085.1	GCF_000970085.1	ASM97008v1	1434120	Methanosarcina siciliae T4/M	strain=T4/M	latest	Complete Genome	14	93.33	0.00
GCF_000970205.1	GCF_000970205.1	ASM97020v1	213585	Methanosarcina mazei S-6	strain=S-6	latest	Complete Genome	14	93.33	0.00
GCF_000970265.1	GCF_000970265.1	ASM97026v1	1434111	Methanosarcina lacustris Z-7289	strain=Z-7289	latest	Complete Genome	14	93.33	0.00
GCF_000970285.1	GCF_000970285.1	ASM97028v1	1434110	Methanosarcina horonobensis HB-1 = JCM 15518	strain=HB-1	latest	Complete Genome	14	93.33	0.00
GCF_000970305.1	GCF_000970305.1	ASM97030v1	1434107	Methanosarcina barkeri 3	strain=3	latest	Complete Genome	14	93.33	0.00
GCF_000970325.1	GCF_000970325.1	ASM97032v1	1434104	Methanococcoides methylutens MM1	strain=MM1	latest	Complete Genome	14	93.33	0.00
GCF_000972865.1	GCF_000972865.1	ASM97286v1	314722	Pseudoxanthomonas suwonensis	strain=J1	latest	Complete Genome	14	93.33	0.00
GCF_000973105.1	GCF_000973105.1	ASM97310v1	63186	Zobellia galactanivorans	strain=DsiJT	latest	Complete Genome	14	93.33	0.00
GCF_000973505.1	GCF_000973505.1	ASM97350v1	1505596	Blochmannia endosymbiont of Polyrhachis (Hedomyrma) turneri	strain=675	latest	Complete Genome	14	93.33	0.00
GCF_000973085.1	GCF_000973085.1	ASM97308v1	187101	Sneathia amnii	strain=SN35	latest	Complete Genome	14	93.33	0.00
GCF_000973545.1	GCF_000973545.1	ASM97354v1	1505597	Blochmannia endosymbiont of Camponotus (Colobopsis) obliquus	strain=757	latest	Complete Genome	14	93.33	0.00
GCF_000973625.1	GCF_000973625.1	ASM97362v1	1835254	Polynucleobacter duraquae	strain=MWH-MoK4	latest	Complete Genome	14	93.33	0.00
GCF_000973725.1	GCF_000973725.1	ASM97372v1	400092	Pontibacter korlensis	strain=X14-1T	latest	Complete Genome	14	93.33	0.00
GCF_000974685.2	GCF_000974685.2	FaOYT1_2.0	1188319	Ferriphaselus amnicola	strain=OYT1	latest	Complete Genome	14	93.33	0.00
GCF_000974425.1	GCF_000974425.1	ASM97442v1	1379870	Spirosoma radiotolerans	strain=DG5A	latest	Complete Genome	14	93.33	0.00
GCF_000980815.1	GCF_000980815.1	ASM98081v1	161896	Corynebacterium camporealensis	strain=DSM 44610	latest	Complete Genome	14	93.33	0.00
GCF_000980835.1	GCF_000980835.1	ASM98083v1	35755	Corynebacterium kutscheri	strain=DSM 20755	latest	Complete Genome	14	93.33	0.00
GCF_000981765.1	GCF_000981765.1	ASM98176v1	914150	Kangiella geojedonensis	strain=YCS-5	latest	Complete Genome	14	93.33	0.00
GCF_000981525.1	GCF_000981525.1	L_piscium	297352	Lactococcus piscium MKFS47	strain=MKFS47	latest	Complete Genome	14	93.33	0.00
GCF_000982825.1	GCF_000982825.1	ASM98282v1	28141	Cronobacter sakazakii	strain=ATCC 29544	latest	Complete Genome	14	93.33	0.00
GCF_000982715.1	GCF_000982715.1	ASM98271v1	191292	Rhodococcus aetherivorans	strain=IcdP1	latest	Complete Genome	14	93.33	0.00
GCF_000987835.1	GCF_000987835.1	ASM98783v1	206403	Sulfurovum lithotrophicum	strain=ATCC BAA-797	latest	Complete Genome	14	93.33	0.00
GCF_000993785.2	GCF_000993785.2	ASM99378v2	408015	Streptomyces xiamenensis	strain=318	latest	Complete Genome	12	80.00	0.00
GCF_001005905.1	GCF_001005905.1	ASM100590v1	407035	Salinicoccus halodurans	strain=H3B36	latest	Complete Genome	14	93.33	0.00
GCF_001006005.1	GCF_001006005.1	ASM100600v1	47917	Serratia fonticola	strain=DSM 4576	latest	Complete Genome	14	93.33	0.00
GCF_001006045.1	GCF_001006045.1	ASM100604v1	113653	Geoglobus ahangari	strain=234	latest	Complete Genome	13	86.67	0.00
GCF_001007875.1	GCF_001007875.1	ASM100787v1	1543721	Sedimenticola thiotaurini	strain=SIP-G1	latest	Complete Genome	14	93.33	0.00
GCF_001007935.1	GCF_001007935.1	ASM100793v1	44574	Nitrosomonas communis	strain=Nm2	latest	Complete Genome	14	93.33	0.00
GCF_001007995.1	GCF_001007995.1	ASM100799v1	1309411	Deinococcus soli Cha et al. 2016	strain=N5	latest	Complete Genome	14	93.33	0.00
GCF_001008165.2	GCF_001008165.2	ASM100816v2	1267766	Altererythrobacter atlanticus	strain=26DY36	latest	Complete Genome	14	93.33	0.00
GCF_001011115.1	GCF_001011115.1	ASM101111v1	1604004	Halanaeroarchaeum sulfurireducens	strain=HSR2	latest	Complete Genome	14	93.33	6.67
GCF_001010285.1	GCF_001010285.1	ASM101028v1	230089	Photorhabdus thracensis	strain=DSM 15199	latest	Complete Genome	14	93.33	0.00
GCF_001013905.1	GCF_001013905.1	sleC34	1437453	Streptomyces leeuwenhoekii	strain=C34 (= DSM 42122 = NRRL B-24963)	latest	Complete Genome	14	93.33	0.00
GCF_001017435.1	GCF_001017435.1	ASM101743v1	413882	[Polyangium] brachysporum	strain=DSM 7029	latest	Complete Genome	14	93.33	0.00
GCF_001017655.1	GCF_001017655.1	ASM101765v1	1307763	Kiritimatiella glycovorans	strain=L21-Fru-AB	latest	Complete Genome	14	93.33	0.00
GCF_001020955.1	GCF_001020955.1	ASM102095v1	106634	Thioalkalivibrio versutus	strain=D301	latest	Complete Genome	14	93.33	0.00
GCF_001020985.1	GCF_001020985.1	ASM102098v1	571915	Corynebacterium mustelae	strain=DSM 45274	latest	Complete Genome	14	93.33	0.00
GCF_001021025.1	GCF_001021025.1	ASM102102v1	1050174	Corynebacterium epidermidicanis	strain=DSM 45586	latest	Complete Genome	14	93.33	0.00
GCF_001021045.1	GCF_001021045.1	ASM102104v1	136857	Corynebacterium testudinoris	strain=DSM 44614	latest	Complete Genome	14	93.33	0.00
GCF_001021065.1	GCF_001021065.1	ASM102106v1	1072256	Corynebacterium uterequi	strain=DSM 45634	latest	Complete Genome	14	93.33	0.00
GCF_001021935.1	GCF_001021935.1	ASM102193v1	487909	Xanthomonas translucens pv. undulosa	strain=Xtu 4699	latest	Complete Genome	14	93.33	0.00
GCF_001025155.1	GCF_001025155.1	ASM102515v1	518635	Bifidobacterium angulatum DSM 20098 = JCM 7096	strain=JCM 7096	latest	Complete Genome	14	93.33	0.00
GCF_001025175.1	GCF_001025175.1	ASM102517v1	518634	Bifidobacterium breve DSM 20213 = JCM 1192	strain=JCM 1192	latest	Complete Genome	14	93.33	0.00
GCF_001026985.1	GCF_001026985.1	ASM102698v1	82985	Pragia fontium	strain=24613	latest	Complete Genome	14	93.33	0.00
GCF_001027025.1	GCF_001027025.1	ASM102702v1	1330330	Kosmotoga pacifica	strain=SLHLJ1	latest	Complete Genome	14	93.33	0.00
